polygon_id,buffer_temp_C
173018,34.4753314426967
48274,33.3917895725795
147253,34.0174882071359
97999,34.3657736778259
52573,34.3160187857492
148985,34.0801773071289
27288,34.1144779750279
180456,35.575834274292
49307,34.1105210440499
96671,33.9769930158343
179208,34.5052462986537
48458,34.4133289882115
114892,36.5233579363142
147910,34.4129742213658
26475,35.0783375331334
113030,36.3311102730887
172542,34.574511391776
50533,33.9931204659598
144036,34.1689920425415
113051,36.216495513916
51331,33.9734088352748
147960,34.3074716840472
115053,35.3012362888881
35369,35.8428649902344
144018,34.1402315412249
113521,36.1560456412179
32792,36.1207640511649
178452,34.6237726211548
113209,35.8224214826311
42624,37.9817226954869
178448,34.6387416294643
115016,36.5443692888532
44500,35.8595521109445
144113,34.1525437491281
94275,32.9147334628635
41799,35.3092422485352
134145,36.8396982465472
94308,33.351288318634
69073,36.5757097516741
133955,36.270254952567
104949,33.9221333095006
43490,36.6552396501814
163676,34.4374444144113
113152,36.056399345398
70305,34.8887699672154
145633,34.1740067799886
116714,36.4756573268345
70154,34.9644290379116
145653,34.1994994027274
113100,36.1218972206116
44980,36.1646248953683
148119,34.1993631635393
115014,36.2998940604074
32804,36.0598848130968
178493,34.6002328055246
83356,34.7876081466675
44137,35.2644756862095
180388,35.9480841500419
118975,35.655566079276
44275,35.4127440452576
180660,36.1814836774554
118985,35.6252839224679
68730,35.0468951633998
146774,34.7577623639788
125221,34.9990971883138
49748,34.1447459629604
125313,35.8878784179688
146785,34.867696762085
48046,34.1215068272182
152061,35.1836098564996
125325,35.6142981392997
48382,34.3991928100586
172075,35.0957783290318
127602,34.1633830070496
49023,34.1796618870326
150263,35.3548588752747
127539,35.045773097447
49266,34.3613977432251
152037,35.4024974278041
123504,35.362964630127
49754,34.3858484540667
152028,35.3180171421596
117534,35.5275323050363
69153,36.8031120300293
152057,35.2984809875488
131664,35.211309160505
37853,35.9228820800781
150174,35.3451183864049
90101,34.5043563842773
70889,34.7961218697684
152029,35.3650153023856
90109,34.5095694405692
32837,36.0444979667664
171484,34.7040596008301
91633,34.3331505911691
25663,35.3871906825474
172002,34.7016100202288
99168,34.2166154044015
25703,35.1727714538574
146721,35.4623195103237
101718,34.2835164751325
25665,35.6509579249791
146652,35.5817925589425
99152,34.2282996177673
25936,35.0551588875907
146750,35.7661568777902
90121,34.7649955749512
27758,36.3079485212054
143799,35.4937057495117
99138,34.2615051269531
25860,36.3258392333984
143821,35.5131187438965
25929,36.3108803885324
90223,34.7506305149623
143858,35.3707259041922
25952,36.308696269989
91651,34.2535362243652
