polygon_id,buffer_temp_C
30,34.3331084251404
165,34.1823376246861
202,33.9762453351702
204,33.9798622131348
222,34.6563371930804
80943,35.2431858607701
223,34.6593074798584
323,34.8806119646345
135132,35.1709218706404
374,33.976833820343
80944,35.1187572479248
622,34.2274578639439
80970,36.6632870265416
826,34.8090836661203
135135,35.1726292201451
81007,36.6151847839356
898,34.0473452976772
135140,35.1755758013044
81063,35.2199243818011
135144,35.68713923863
918,34.9354684012277
81124,35.1738510131836
1072,33.6310882568359
135148,35.2027559280396
81169,35.1285161972046
1334,34.8338519505092
135155,35.8315706253052
81171,35.499705178397
1444,34.4846997942243
135158,35.8545101710728
81199,35.1661520004273
1449,34.332029070173
135165,35.2191797892253
81202,35.0873358590262
1626,33.9441528320313
135167,34.8052749633789
81206,35.1115166800363
1705,34.0362243652344
135182,35.8071240016392
81222,35.1058983802795
1774,35.5160244532994
135187,35.1773992265974
81227,35.2017331123352
1782,34.9322515215193
135192,35.7249941144671
81231,35.1691442217146
1843,34.804874420166
135197,35.1728148460388
81234,35.2161725362142
1853,34.8230372837612
135199,35.6856520516532
81262,35.1512783595494
1865,34.8089681352888
135212,35.6422500610352
81265,35.0992001124791
1934,34.8984075273786
135214,35.1717974344889
81277,35.1885332380022
2152,34.0848317827497
135223,35.1724095344543
81304,36.5408484141032
2199,34.0688394818987
135226,35.2674124581473
81337,35.7369869777135
2258,34.8048885890416
135238,35.249767780304
81358,34.2844990321568
2458,34.8341380528041
135240,35.1756176948547
81364,34.2718843732561
2459,34.8358086480035
135249,35.1813234601702
2468,33.8136945452009
81373,35.7843971252441
135257,35.1876816749573
81374,34.5006779261998
2478,33.9608840942383
135259,35.5990497044155
2484,33.9226695469448
81385,34.4973627726237
135266,35.2452550615583
81393,34.3025834219796
2503,33.9504795074463
135270,35.6463448660714
2514,33.9598145484924
81396,34.5444308689662
135276,35.2454011099679
2541,33.9385318756104
81401,34.3359387715658
135286,35.2428178787231
2543,33.9556473626031
81404,34.3804789951869
135288,35.5978560447693
2563,33.9573663984026
81405,34.2744380405971
135294,35.2374550955636
81411,34.2242266337077
2640,34.8276246388753
135298,35.5826846531459
81433,34.9199627467564
2647,34.7819153921945
135306,35.2325090680804
2685,34.8849573135376
81436,34.6974182128906
135309,35.5826846531459
2700,34.7807955741882
81446,34.5523785182408
135314,35.2242693901062
2740,34.8914119175502
81451,34.608341217041
135318,35.591783796038
2742,34.7674282618931
81455,34.5840203421457
135323,35.2310409545898
81460,35.1201422555106
2744,34.8102618626186
135330,35.5495741707938
2767,34.8003496442522
81464,34.9318264552525
135331,35.2295123508998
2779,34.8706060137068
81467,34.9049816131592
135338,35.4675059848362
2780,34.8630507332938
81488,35.3898942129953
135340,35.2340130805969
2817,34.8528556823731
81493,35.4520280020578
135344,35.4694938659668
2818,34.842593056815
81494,35.2444943019322
135346,35.2369973318917
2933,33.9367724827358
81496,35.3351865495954
135351,35.4581849234445
2971,33.9405698776245
81500,35.4473517281669
135355,35.2421591622489
2977,33.7000908851624
81508,35.446539742606
135359,35.2273515973772
3018,33.9435849189758
81510,35.1827757699149
135363,35.4086484909058
3291,34.2162922450474
81513,35.4412569318499
135364,35.2562637329102
3296,34.3015103340149
81516,35.4508304595947
135372,35.3797743661063
3317,34.2162922450474
81518,35.0863293239049
135381,35.3574453081404
81527,35.2526490953234
3502,34.1992487226214
135406,35.2221892220633
3525,35.4248286655971
81531,34.5107846941267
135407,35.2052853902181
3530,35.414618900844
81552,34.1643169948033
135408,35.1867527961731
3863,35.0929679870606
81558,34.8818702697754
135409,35.1794978550502
4222,35.3366737365723
81561,34.19115121024
135410,35.1761142185756
4229,34.3898113795689
81569,35.2235088348389
135411,35.1744346618652
4241,35.4405769348145
81573,35.2941458565848
135412,35.1683109828404
4266,35.0872659683228
81575,35.1609224591936
135414,35.7533416748047
4269,35.3793339729309
81580,35.2062884739467
135425,35.7888336181641
4284,35.4131113688151
81585,34.0997309003557
135761,35.7370948791504
4377,35.1219351632254
81596,35.084103175572
135767,35.7129527500698
4898,35.1772886003767
81600,35.3819580078125
135782,35.2148385047913
4903,35.387380872454
81602,35.2985107421875
135783,35.2018260955811
4905,35.5011657714844
81614,35.3583383560181
135920,35.6797670636858
4906,35.5571512494768
81616,35.4526386260986
135926,35.6885305132185
4908,35.5976442609515
81618,35.2383482796805
136195,35.306752886091
4918,35.5975325448172
81632,35.3587292262486
136307,35.4460748944964
4920,35.5340848650251
81639,35.5865642002651
136434,34.7240633964539
4921,35.4236660003662
81654,35.3634125845773
136452,34.6380171775818
4923,35.2101075308664
81656,35.4654502868652
136534,34.3649422781808
4924,35.1336762564523
81680,35.5698035103934
136568,35.3805777231852
5190,34.435888671875
81682,35.3969514029367
136582,35.3442459106445
5249,34.4054349263509
81701,36.723717212677
136595,35.3065975734166
6131,34.3207724434989
81711,36.5549305507115
136604,35.3438256581624
6133,34.4331915719169
81759,34.9597925458636
136614,35.3530340194702
6139,34.4162033928765
81849,35.1037009102958
136643,35.2630767822266
6142,34.3077081952776
81856,35.2893845694406
136652,35.2840826851981
6163,34.2926201820374
81859,35.167942682902
136662,35.3056482587542
6396,34.9483844212123
81943,35.3426371983119
136671,35.3132111685617
6398,35.0054321289063
81948,35.2764342171805
136682,35.3351892743792
6408,35.1063361167908
81973,35.4069235665458
136686,35.3473250071208
81978,35.4447277614049
136698,35.337767124176
6412,34.9937493460519
136706,35.3461396353585
81979,35.4089191981724
6423,35.4744482040405
81981,35.3627651759556
136727,35.4858862559001
6433,34.9877629961286
136738,35.4234757423401
6438,35.4632546561105
81986,35.4054271153041
136750,35.3649684361049
81987,35.4045671735491
6439,35.4046433766683
136758,35.3580692836217
6445,35.2922532217843
81993,35.3709106445313
136769,35.355844770159
6463,35.1836004257202

136839,35.9279545375279
6510,35.2448528834752
82022,35.4042663574219
136840,35.611928667341
6550,35.2382986886161
82026,35.4122417994908
136886,36.6055800120036
6552,35.2920107160296
82060,34.6871109008789
136910,36.5513900756836
6733,34.4659538269043
82065,34.9743245442708
136927,36.0365859137641
7436,34.5481333051409
82079,35.4217135111491
136955,36.4580007280622
7572,33.8096055984497
82093,34.9577477773031
136959,36.3045632498605
7599,34.3528742109026
82130,34.3212351117815
137011,35.8188280378069
7600,34.3698915754046
82141,34.5912394523621
137015,36.3035458156041
7601,34.4382106236049
82146,34.317629132952
137021,35.8148918151856
7602,34.4912823268345
82151,34.6032175336565
137031,35.8040776933943
7646,34.3197107315064
82160,34.1630744934082
137041,35.7992630004883
7647,34.3188056945801
82170,34.2106070518494
137063,35.7814788818359
82172,34.5611006418864
7648,34.3360495567322
137066,35.987966809954
82176,34.3052618844169
7650,34.2620342799595
137083,35.8005033220564
82179,34.7180933271136
7651,34.2729830741882
137093,35.7607122148786
82188,34.6001084645589
