polygon_id,buffer_15m_temp_C
polygon_id,buffer_15m_temp_C
23980,35.8517276218959
99148,34.1770292009626
171534,35.1823534965515
24711,36.1157169342041
91669,34.378415788923
143758,34.6061488560268
24730,35.8907269069127
90842,34.683398110526
143770,34.6133189201355
90246,34.7399003165109
24869,36.112238747733
143815,34.6168071201869
25349,35.6630811691284
90190,34.7496158054897
143829,35.4841041564941
90209,34.8440361022949
25396,35.6320664542062
143934,34.6625077383859
90120,34.8006534576416
25688,35.707407270159
146846,35.006407056536
90128,34.795711517334
25892,36.3646621704102
143941,34.6606249128069
90135,34.7516910008022
27742,36.3014046805246
143975,35.2403729756673
90148,34.7989115033831
27850,36.9202656745911
144896,35.6277062552316
90225,34.8315982818604
27852,36.3435468673706
145308,35.3175721168518
90238,34.7463665008545
27962,36.5931205749512
145465,35.2853731427874
90844,34.7472928365072
82887,34.7867708206177
146674,35.0120604378837
99123,34.1868634905134
83354,34.8086179097494
171951,34.956360408238
101231,34.1907143592834
83387,34.7926025390625
146758,34.8420312064035
103025,34.1392459869385
83390,34.7754364013672
146786,35.4677783421108
107124,37.3580278669085
83399,34.7911360604422
146789,35.2176513671875
107135,37.3580278669085
24778,36.0186871119908
146889,34.6816716875349
107222,36.1209302629743
24805,35.9200270516532
172078,34.781496320452
108392,36.6969909667969
69743,34.9648030598958
146904,35.3373680114746
124894,36.9631184169224
71693,35.4049997329712
147610,34.606671333313
124904,37.478568485805
41200,36.0391251700265
147643,34.2341041564941
109557,35.8542180742536
69719,35.7337195078532
147740,34.3855863298689
109593,36.1985277448382
43374,36.6432582310268
147752,34.5834132603237
118572,37.3180643717448
43673,36.6226921081543
171439,35.2632773263114
109819,35.9224869864328
43490,36.6552396501814
148668,34.5107890537807
110651,36.1794924736023
40290,35.8522011893136
148710,34.3286508832659
110879,36.2753415788923
69034,36.8665765126546
148866,34.5611281394959
111389,35.9557843889509
38439,35.1327662467957
148874,34.5782710484096
115617,37.892219543457
32804,36.0598848130968
150137,35.4386739730835
